City,Month,AQI,Range,Quality level,PM2.5,PM10,CO,SO2,NO2,O3,Unnamed: 11
Yinchuan,2020-06-01,89.0,60~147,good,23.0,61.0,0.493,11.0,26.0,144.0,
Yinchuan,2020-07-01,84.0,50~130,good,17.0,51.0,0.49,8.0,24.0,137.0,
Yinchuan,2020-08-01,66.0,31~131,good,17.0,45.0,0.558,8.0,27.0,116.0,
Yinchuan,2020-09-01,65.0,40~210,good,23.0,56.0,0.647,8.0,35.0,104.0,
Yinchuan,2020-10-01,66.0,33~155,good,29.0,76.0,0.774,15.0,45.0,80.0,
Yinchuan,2020-11-01,84.0,37~149,good,54.0,99.0,1.213,17.0,50.0,61.0,
Yinchuan,2020-12-01,93.0,50~196,good,64.0,109.0,1.481,17.0,50.0,44.0,
Yinchuan,2021-01-01,101.0,37~500,light pollution,30.0,69.0,1.029,24.0,37.0,58.0,
Yinchuan,2021-02-01,72.0,42~141,good,30.0,65.0,0.954,21.0,32.0,80.0,
Yinchuan,2021-03-01,161.0,38~500,moderately pollution,21.0,52.0,0.91,12.0,34.0,85.0,
Yinchuan,2021-04-01,77.0,39~269,good,23.0,49.0,0.567,10.0,22.0,105.0,
Yinchuan,2021-05-01,87.0,45~268,good,18.0,56.0,0.503,11.0,23.0,114.0,
Yinchuan,2021-06-01,96.0,41~333,good,19.0,49.0,0.533,12.0,24.0,137.0,
Yinchuan,2021-07-01,95.0,52~120,good,17.0,45.0,0.603,11.0,22.0,152.0,
Yinchuan,2021-08-01,78.0,35~124,good,17.0,40.0,0.748,11.0,19.0,132.0,
Yinchuan,2021-09-01,65.0,30~137,good,19.0,46.0,0.69,9.0,29.0,115.0,
Yinchuan,2021-10-01,53.0,26~75,good,24.0,56.0,0.787,12.0,32.0,79.0,
Yinchuan,2021-11-01,76.0,47~173,good,42.0,100.0,1.137,16.0,43.0,59.0,
Yinchuan,2021-12-01,67.0,30~117,good,39.0,77.0,1.11,15.0,48.0,51.0,
Yinchuan,2022-01-01,108.0,47~291,light pollution,78.0,123.0,1.481,19.0,51.0,58.0,
Yinchuan,2022-02-01,62.0,35~138,good,35.0,66.0,0.814,14.0,31.0,77.0,
Yinchuan,2022-03-01,86.0,48~161,good,10.0,31.0,0.658,18.0,30.0,99.0,
Yinchuan,2022-04-01,80.0,49~226,good,20.0,63.0,0.513,12.0,25.0,103.0,
Yinchuan,2022-05-01,82.0,41~191,good,24.0,77.0,0.445,12.0,23.0,127.0,
Yinchuan,2022-06-01,89.0,50~133,good,20.0,58.0,0.473,12.0,24.0,143.0,
Yinchuan,2022-07-01,88.0,48~144,good,20.0,48.0,0.542,11.0,22.0,145.0,
Yinchuan,2022-08-01,67.0,29~100,good,21.0,40.0,0.626,8.0,21.0,117.0,
Yinchuan,2022-09-01,67.0,42~92,good,21.0,51.0,0.573,13.0,31.0,117.0,
Yinchuan,2022-10-01,57.0,30~86,good,30.0,62.0,0.684,15.0,29.0,90.0,
Yinchuan,2022-11-01,73.0,,,41.0,89.0,0.85,16.0,44.0,62.0,
Yinchuan,2022-12-01,73.0,,,40.0,91.0,0.932,17.0,42.0,53.0,
Zhengzhou,2014-01-01,163.0,54~314,moderately pollution,121.0,190.0,2.787,91.0,65.0,33.0,
Zhengzhou,2014-02-01,146.0,25~258,light pollution,111.0,140.0,1.996,52.0,43.0,42.0,
Zhengzhou,2014-03-01,120.0,67~196,light pollution,88.0,159.0,1.952,53.0,55.0,67.0,
Zhengzhou,2014-04-01,112.0,77~176,light pollution,79.0,140.0,2.133,40.0,56.0,72.0,
Zhengzhou,2014-05-01,105.0,54~163,light pollution,72.0,138.0,1.539,37.0,46.0,78.0,
Zhengzhou,2014-06-01,106.0,54~211,light pollution,78.0,111.0,1.507,20.0,38.0,105.0,
Zhengzhou,2014-07-01,90.0,52~133,good,53.0,106.0,1.106,16.0,41.0,127.0,
Zhengzhou,2014-08-01,86.0,42~175,good,58.0,99.0,1.161,19.0,40.0,86.0,
Zhengzhou,2014-09-01,85.0,38~170,good,57.0,98.0,1.45,20.0,43.0,66.0,
Zhengzhou,2014-10-01,149.0,65~242,light pollution,111.0,171.0,1.948,37.0,55.0,58.0,
Zhengzhou,2014-11-01,171.0,57~420,moderately pollution,131.0,191.0,2.17,50.0,65.0,42.0,
Zhengzhou,2014-12-01,141.0,72~276,light pollution,95.0,201.0,1.903,75.0,63.0,41.0,
Zhengzhou,2015-01-01,203.0,69~390,heavy pollution,159.0,237.0,2.123,77.0,76.0,37.0,
Zhengzhou,2015-02-01,174.0,80~333,moderately pollution,133.0,197.0,1.707,58.0,54.0,54.0,
Zhengzhou,2015-03-01,154.0,71~276,moderately pollution,108.0,196.0,1.552,42.0,60.0,69.0,
Zhengzhou,2015-04-01,131.0,53~250,light pollution,87.0,175.0,1.407,31.0,54.0,106.0,
Zhengzhou,2015-05-01,128.0,68~196,light pollution,91.0,153.0,1.529,27.0,48.0,136.0,
Zhengzhou,2015-06-01,117.0,47~186,light pollution,76.0,146.0,1.213,18.0,45.0,153.0,
Zhengzhou,2015-07-01,94.0,68~151,good,60.0,126.0,1.01,8.0,42.0,131.0,
Zhengzhou,2015-08-01,94.0,53~148,good,60.0,112.0,1.103,8.0,46.0,132.0,
Zhengzhou,2015-09-01,101.0,52~200,light pollution,69.0,132.0,1.317,16.0,57.0,113.0,
Zhengzhou,2015-10-01,109.0,55~227,light pollution,69.0,149.0,1.271,35.0,65.0,79.0,
Zhengzhou,2015-11-01,129.0,42~439,light pollution,97.0,148.0,2.047,32.0,63.0,32.0,
Zhengzhou,2015-12-01,187.0,42~411,moderately pollution,142.0,238.0,2.113,46.0,75.0,35.0,
Zhengzhou,2016-01-01,187.0,0~500,moderately pollution,152.0,229.0,2.31,48.0,72.0,34.0,
Zhengzhou,2016-02-01,119.0,38~243,light pollution,83.0,149.0,1.676,48.0,52.0,74.0,
Zhengzhou,2016-03-01,133.0,62~293,light pollution,81.0,202.0,1.574,41.0,67.0,99.0,
Zhengzhou,2016-04-01,111.0,0~185,light pollution,66.0,178.0,1.41,32.0,60.0,123.0,
Zhengzhou,2016-05-01,98.0,0~163,good,44.0,119.0,1.013,25.0,44.0,149.0,
Zhengzhou,2016-06-01,112.0,0~201,light pollution,44.0,104.0,1.233,18.0,46.0,173.0,
Zhengzhou,2016-07-01,87.0,50~167,good,41.0,73.0,1.152,10.0,32.0,132.0,
Zhengzhou,2016-08-01,81.0,46~128,good,39.0,66.0,1.213,12.0,33.0,132.0,
Zhengzhou,2016-09-01,108.0,62~176,light pollution,60.0,113.0,1.39,25.0,57.0,150.0,
Zhengzhou,2016-10-01,80.0,52~130,good,46.0,87.0,1.223,21.0,57.0,63.0,
Zhengzhou,2016-11-01,144.0,45~262,light pollution,107.0,173.0,1.713,32.0,71.0,37.0,
Zhengzhou,2016-12-01,196.0,68~500,moderately pollution,161.0,212.0,1.994,37.0,74.0,41.0,
Zhengzhou,2017-01-01,139.0,0~390,light pollution,108.0,154.0,1.839,34.0,66.0,29.0,
Zhengzhou,2017-02-01,122.0,0~375,light pollution,92.0,133.0,1.35,38.0,60.0,59.0,
Zhengzhou,2017-03-01,91.0,0~218,good,62.0,106.0,0.939,27.0,62.0,79.0,
Zhengzhou,2017-04-01,70.0,0~147,good,42.0,96.0,0.993,26.0,57.0,118.0,
Zhengzhou,2017-05-01,67.0,0~169,good,25.0,59.0,0.887,22.0,46.0,175.0,
Zhengzhou,2017-06-01,112.0,0~204,light pollution,43.0,94.0,0.983,14.0,47.0,188.0,
Zhengzhou,2017-07-01,105.0,49~171,light pollution,40.0,82.0,0.942,7.0,33.0,163.0,
Zhengzhou,2017-08-01,99.0,37~184,good,42.0,82.0,1.068,8.0,39.0,150.0,
Zhengzhou,2017-09-01,83.0,0~162,good,44.0,96.0,1.06,16.0,56.0,123.0,
Zhengzhou,2017-10-01,75.0,0~127,good,48.0,92.0,1.158,16.0,56.0,60.0,
Zhengzhou,2017-11-01,77.0,0~190,good,51.0,101.0,1.02,22.0,65.0,57.0,
Zhengzhou,2017-12-01,121.0,0~337,light pollution,87.0,127.0,1.31,24.0,64.0,48.0,
Zhengzhou,2018-01-01,145.0,0~404,light pollution,110.0,138.0,1.3,21.0,54.0,48.0,
Zhengzhou,2018-02-01,107.0,0~267,light pollution,76.0,110.0,1.054,20.0,40.0,77.0,
Zhengzhou,2018-03-01,102.0,0~245,light pollution,74.0,103.0,1.0,15.0,45.0,98.0,
Zhengzhou,2018-04-01,46.0,0~124,excellent,23.0,53.0,0.803,14.0,43.0,110.0,
Zhengzhou,2018-05-01,83.0,0~159,good,38.0,87.0,0.813,12.0,38.0,143.0,
Zhengzhou,2018-06-01,120.0,45~174,light pollution,33.0,76.0,0.783,9.0,36.0,181.0,
Zhengzhou,2018-07-01,79.0,43~142,good,28.0,58.0,0.771,5.0,31.0,129.0,
Zhengzhou,2018-08-01,92.0,26~164,good,32.0,65.0,0.913,7.0,34.0,147.0,
Zhengzhou,2018-09-01,74.0,43~105,good,28.0,69.0,0.923,13.0,46.0,110.0,
Zhengzhou,2018-10-01,91.0,49~134,good,54.0,109.0,0.916,17.0,65.0,97.0,
Zhengzhou,2018-11-01,96.0,0~231,good,71.0,87.0,1.17,16.0,61.0,51.0,
Zhengzhou,2018-12-01,122.0,0~302,light pollution,90.0,135.0,1.252,19.0,61.0,33.0,
Zhengzhou,2019-01-01,163.0,60~325,moderately pollution,122.0,165.0,1.384,18.0,68.0,38.0,
Zhengzhou,2019-02-01,158.0,57~306,moderately pollution,121.0,151.0,1.129,12.0,44.0,76.0,
Zhengzhou,2019-03-01,92.0,64~144,good,54.0,113.0,0.694,11.0,49.0,101.0,
Zhengzhou,2019-04-01,93.0,49~144,good,54.0,114.0,0.82,9.0,41.0,116.0,
Zhengzhou,2019-05-01,104.0,57~144,light pollution,40.0,116.0,0.639,9.0,38.0,149.0,
Zhengzhou,2019-06-01,118.0,50~177,light pollution,30.0,79.0,0.643,6.0,34.0,179.0,
Zhengzhou,2019-07-01,114.0,55~193,light pollution,30.0,69.0,0.732,4.0,36.0,174.0,
Zhengzhou,2019-08-01,91.0,39~135,good,25.0,55.0,0.777,5.0,31.0,145.0,
Zhengzhou,2019-09-01,102.0,26~175,light pollution,32.0,69.0,0.877,8.0,39.0,153.0,
Zhengzhou,2019-10-01,80.0,32~173,good,36.0,88.0,0.874,8.0,48.0,90.0,
Zhengzhou,2019-11-01,106.0,45~250,light pollution,71.0,120.0,0.987,11.0,56.0,63.0,
Zhengzhou,2019-12-01,121.0,49~282,light pollution,89.0,109.0,1.2,11.0,52.0,45.0,
Zhengzhou,2020-01-01,157.0,65~281,moderately pollution,120.0,129.0,1.3,11.0,50.0,59.0,
Zhengzhou,2020-02-01,88.0,38~189,good,60.0,74.0,0.817,8.0,21.0,89.0,
Zhengzhou,2020-03-01,83.0,39~176,good,48.0,97.0,0.684,10.0,37.0,103.0,
Zhengzhou,2020-04-01,87.0,36~133,good,43.0,96.0,0.61,11.0,41.0,127.0,
Zhengzhou,2020-05-01,105.0,40~197,light pollution,29.0,89.0,0.623,9.0,33.0,159.0,
Zhengzhou,2020-06-01,108.0,50~171,light pollution,30.0,76.0,0.667,6.0,30.0,165.0,
Zhengzhou,2020-07-01,96.0,53~167,good,29.0,59.0,0.706,4.0,28.0,153.0,
Zhengzhou,2020-08-01,73.0,32~144,good,23.0,50.0,0.752,4.0,27.0,122.0,
Zhengzhou,2020-09-01,91.0,50~158,good,29.0,70.0,0.717,8.0,39.0,145.0,
Zhengzhou,2020-10-01,83.0,34~151,good,48.0,104.0,0.826,10.0,56.0,72.0,
Zhengzhou,2020-11-01,101.0,37~232,light pollution,70.0,105.0,0.917,10.0,48.0,56.0,
Zhengzhou,2020-12-01,115.0,35~298,light pollution,83.0,115.0,1.042,12.0,52.0,45.0,
Zhengzhou,2021-01-01,135.0,53~334,light pollution,71.0,99.0,1.048,12.0,49.0,56.0,
Zhengzhou,2021-02-01,96.0,55~178,good,61.0,88.0,0.8,10.0,31.0,84.0,
Zhengzhou,2021-03-01,124.0,40~500,light pollution,42.0,56.0,0.732,9.0,36.0,83.0,
Zhengzhou,2021-04-01,92.0,46~500,good,36.0,50.0,0.637,9.0,31.0,113.0,
Zhengzhou,2021-05-01,98.0,42~183,good,28.0,36.0,0.613,9.0,26.0,144.0,
Zhengzhou,2021-06-01,121.0,35~204,light pollution,27.0,68.0,0.707,7.0,24.0,179.0,
Zhengzhou,2021-07-01,81.0,34~157,good,18.0,39.0,0.561,3.0,16.0,134.0,
Zhengzhou,2021-08-01,84.0,36~142,good,23.0,47.0,0.658,4.0,18.0,138.0,
Zhengzhou,2021-09-01,76.0,31~151,good,22.0,49.0,0.753,6.0,24.0,126.0,
Zhengzhou,2021-10-01,71.0,24~119,good,42.0,75.0,0.81,9.0,43.0,84.0,
Zhengzhou,2021-11-01,90.0,43~163,good,57.0,104.0,0.707,11.0,40.0,71.0,
Zhengzhou,2021-12-01,81.0,27~245,good,53.0,83.0,0.797,11.0,43.0,52.0,
Zhengzhou,2022-01-01,145.0,75~245,light pollution,110.0,117.0,1.239,8.0,38.0,52.0,
Zhengzhou,2022-02-01,83.0,52~137,good,58.0,91.0,0.704,8.0,29.0,86.0,
Zhengzhou,2022-03-01,106.0,50~416,light pollution,26.0,30.0,0.723,8.0,32.0,92.0,
Zhengzhou,2022-04-01,86.0,59~112,good,35.0,64.0,0.633,9.0,26.0,129.0,
Zhengzhou,2022-05-01,93.0,38~140,good,26.0,68.0,0.574,9.0,19.0,147.0,
Zhengzhou,2022-06-01,130.0,52~204,light pollution,24.0,66.0,0.6,7.0,19.0,192.0,
Zhengzhou,2022-07-01,81.0,36~132,good,20.0,41.0,0.652,4.0,16.0,136.0,
Zhengzhou,2022-08-01,79.0,27~120,good,21.0,46.0,0.639,4.0,16.0,132.0,
Zhengzhou,2022-09-01,98.0,51~164,good,30.0,74.0,0.65,9.0,31.0,153.0,
Zhengzhou,2022-10-01,66.0,22~64,excellent,41.0,66.0,0.713,8.0,29.0,101.0,
Zhengzhou,2022-11-01,78.0,,,53.0,81.0,0.953,9.0,32.0,65.0,
Zhengzhou,2022-12-01,116.0,,,78.0,122.0,0.926,11.0,42.0,51.0,
Nanjing,2014-01-01,166.0,65~347,moderately pollution,129.0,201.0,1.374,46.0,73.0,56.0,
Nanjing,2014-02-01,105.0,24~242,light pollution,78.0,109.0,1.021,24.0,44.0,66.0,
Nanjing,2014-03-01,107.0,55~256,light pollution,75.0,141.0,0.826,33.0,62.0,107.0,
Nanjing,2014-04-01,93.0,47~144,good,60.0,108.0,0.697,22.0,53.0,125.0,
Nanjing,2014-05-01,134.0,70~270,light pollution,85.0,172.0,0.887,26.0,56.0,177.0,
Nanjing,2014-06-01,130.0,49~216,light pollution,90.0,128.0,0.813,20.0,45.0,161.0,
Nanjing,2014-07-01,98.0,35~169,good,65.0,92.0,0.816,13.0,36.0,128.0,
Nanjing,2014-08-01,59.0,26~126,good,42.0,59.0,0.758,11.0,31.0,64.0,
Nanjing,2014-09-01,77.0,36~142,good,51.0,82.0,0.733,13.0,37.0,105.0,
Nanjing,2014-10-01,96.0,60~176,good,67.0,120.0,0.79,17.0,54.0,105.0,
Nanjing,2014-11-01,111.0,37~243,light pollution,82.0,132.0,1.037,21.0,60.0,58.0,
Nanjing,2014-12-01,98.0,65~148,good,63.0,136.0,1.065,30.0,58.0,41.0,
Nanjing,2015-01-01,129.0,46~281,light pollution,96.0,154.0,1.313,30.0,66.0,40.0,
Nanjing,2015-02-01,101.0,29~212,light pollution,73.0,115.0,1.175,21.0,44.0,70.0,
Nanjing,2015-03-01,83.0,31~186,good,56.0,96.0,1.113,20.0,49.0,83.0,
Nanjing,2015-04-01,87.0,44~153,good,50.0,95.0,0.92,20.0,56.0,123.0,
Nanjing,2015-05-01,95.0,45~145,good,52.0,90.0,0.887,18.0,47.0,141.0,
Nanjing,2015-06-01,89.0,28~185,good,46.0,77.0,0.863,14.0,39.0,132.0,
Nanjing,2015-07-01,77.0,28~146,good,36.0,64.0,0.713,12.0,36.0,117.0,
Nanjing,2015-08-01,93.0,30~166,good,33.0,65.0,0.745,14.0,38.0,147.0,
Nanjing,2015-09-01,84.0,50~145,good,30.0,62.0,0.733,15.0,44.0,138.0,
Nanjing,2015-10-01,92.0,42~201,good,56.0,112.0,0.932,22.0,61.0,119.0,
Nanjing,2015-11-01,84.0,39~190,good,57.0,88.0,1.087,17.0,53.0,59.0,
Nanjing,2015-12-01,131.0,60~241,light pollution,94.0,143.0,1.21,25.0,65.0,49.0,
Nanjing,2016-01-01,111.0,47~234,light pollution,79.0,124.0,1.345,26.0,58.0,58.0,
Nanjing,2016-02-01,100.0,47~153,light pollution,69.0,116.0,1.345,22.0,47.0,93.0,
Nanjing,2016-03-01,110.0,42~200,light pollution,77.0,133.0,1.216,21.0,57.0,95.0,
Nanjing,2016-04-01,86.0,41~143,good,45.0,89.0,0.993,18.0,45.0,131.0,
Nanjing,2016-05-01,97.0,51~235,good,43.0,88.0,1.039,15.0,37.0,141.0,
Nanjing,2016-06-01,80.0,43~152,good,37.0,62.0,0.94,17.0,34.0,124.0,
Nanjing,2016-07-01,76.0,34~140,good,30.0,56.0,1.006,18.0,30.0,115.0,
Nanjing,2016-08-01,97.0,39~203,good,26.0,54.0,0.829,16.0,31.0,152.0,
Nanjing,2016-09-01,102.0,32~179,light pollution,33.0,67.0,0.817,14.0,37.0,154.0,
Nanjing,2016-10-01,56.0,33~109,good,25.0,47.0,1.019,11.0,39.0,74.0,
Nanjing,2016-11-01,72.0,30~123,good,43.0,84.0,1.227,18.0,51.0,64.0,
Nanjing,2016-12-01,96.0,40~158,good,66.0,113.0,1.306,23.0,65.0,75.0,
Nanjing,2017-01-01,89.0,46~206,good,59.0,96.0,1.223,20.0,51.0,73.0,
Nanjing,2017-02-01,85.0,46~125,good,60.0,94.0,1.286,20.0,53.0,93.0,
Nanjing,2017-03-01,77.0,56~112,good,47.0,89.0,1.168,18.0,54.0,105.0,
Nanjing,2017-04-01,93.0,43~124,good,42.0,93.0,1.227,18.0,51.0,136.0,
Nanjing,2017-05-01,111.0,34~200,light pollution,30.0,69.0,1.061,18.0,45.0,160.0,
Nanjing,2017-06-01,109.0,40~200,light pollution,31.0,61.0,0.95,13.0,37.0,164.0,
Nanjing,2017-07-01,79.0,31~149,good,19.0,46.0,1.013,13.0,34.0,127.0,
Nanjing,2017-08-01,64.0,35~130,good,17.0,39.0,0.974,12.0,33.0,112.0,
Nanjing,2017-09-01,72.0,36~146,good,26.0,49.0,0.95,10.0,40.0,112.0,
Nanjing,2017-10-01,63.0,30~128,good,31.0,56.0,0.781,10.0,43.0,97.0,
Nanjing,2017-11-01,81.0,31~127,good,50.0,104.0,0.91,16.0,60.0,72.0,
Nanjing,2017-12-01,115.0,52~304,light pollution,63.0,112.0,1.139,18.0,67.0,29.0,
Nanjing,2018-01-01,113.0,0~267,light pollution,82.0,111.0,0.977,13.0,56.0,52.0,
Nanjing,2018-02-01,77.0,0~188,good,54.0,85.0,0.793,12.0,43.0,67.0,
Nanjing,2018-03-01,70.0,38~108,good,45.0,80.0,0.661,12.0,48.0,87.0,
Nanjing,2018-04-01,71.0,0~134,good,35.0,79.0,0.617,12.0,46.0,122.0,
Nanjing,2018-05-01,65.0,0~107,good,30.0,58.0,0.687,8.0,36.0,114.0,
Nanjing,2018-06-01,96.0,35~167,good,27.0,52.0,0.55,9.0,28.0,150.0,
Nanjing,2018-07-01,71.0,30~123,good,23.0,42.0,0.5,8.0,27.0,118.0,
Nanjing,2018-08-01,73.0,31~160,good,21.0,37.0,0.548,8.0,21.0,124.0,
Nanjing,2018-09-01,70.0,30~126,good,27.0,53.0,0.607,8.0,34.0,116.0,
Nanjing,2018-10-01,73.0,45~131,good,34.0,71.0,0.568,8.0,44.0,114.0,
Nanjing,2018-11-01,83.0,30~227,good,56.0,83.0,0.867,9.0,52.0,70.0,
Nanjing,2018-12-01,77.0,33~142,good,50.0,78.0,0.79,10.0,47.0,43.0,
Nanjing,2019-01-01,102.0,38~193,light pollution,74.0,108.0,0.997,11.0,55.0,46.0,
Nanjing,2019-02-01,82.0,32~158,good,60.0,82.0,0.882,8.0,36.0,68.0,
Nanjing,2019-03-01,82.0,41~118,good,54.0,97.0,0.932,14.0,51.0,93.0,
Nanjing,2019-04-01,73.0,37~134,good,41.0,74.0,0.74,12.0,42.0,109.0,
Nanjing,2019-05-01,90.0,35~157,good,31.0,69.0,0.71,13.0,38.0,143.0,
Nanjing,2019-06-01,104.0,39~179,light pollution,29.0,52.0,0.75,10.0,29.0,161.0,
Nanjing,2019-07-01,85.0,25~166,good,25.0,46.0,0.716,8.0,30.0,139.0,
Nanjing,2019-08-01,85.0,17~161,good,19.0,38.0,0.652,8.0,25.0,137.0,
Nanjing,2019-09-01,84.0,32~147,good,24.0,47.0,0.713,8.0,36.0,136.0,
Nanjing,2019-10-01,78.0,32~222,good,37.0,82.0,0.787,9.0,47.0,103.0,
Nanjing,2019-11-01,74.0,35~111,good,37.0,85.0,0.817,9.0,54.0,82.0,
Nanjing,2019-12-01,81.0,38~143,good,53.0,82.0,1.058,9.0,58.0,53.0,
Nanjing,2020-01-01,86.0,35~176,good,60.0,78.0,0.816,6.0,41.0,58.0,
Nanjing,2020-02-01,51.0,24~95,good,32.0,45.0,0.672,6.0,25.0,83.0,
Nanjing,2020-03-01,60.0,36~90,good,30.0,58.0,0.732,7.0,38.0,99.0,
Nanjing,2020-04-01,80.0,46~126,good,32.0,68.0,0.863,9.0,43.0,130.0,
Nanjing,2020-05-01,96.0,36~157,good,31.0,60.0,0.845,9.0,33.0,150.0,
Nanjing,2020-06-01,72.0,33~150,good,20.0,36.0,0.84,6.0,25.0,121.0,
Nanjing,2020-07-01,61.0,31~144,good,23.0,37.0,0.806,5.0,26.0,103.0,
Nanjing,2020-08-01,79.0,33~131,good,16.0,37.0,0.697,6.0,24.0,131.0,
Nanjing,2020-09-01,81.0,37~141,good,22.0,45.0,0.727,8.0,34.0,135.0,
Nanjing,2020-10-01,65.0,35~110,good,23.0,54.0,0.69,7.0,41.0,100.0,
Nanjing,2020-11-01,60.0,32~97,good,29.0,63.0,0.733,6.0,43.0,72.0,
Nanjing,2020-12-01,86.0,31~139,good,58.0,93.0,0.948,9.0,56.0,51.0,
Nanjing,2021-01-01,82.0,57~120,good,42.0,81.0,0.865,7.0,48.0,56.0,
Nanjing,2021-02-01,58.0,37~99,good,33.0,55.0,0.721,5.0,24.0,85.0,
Nanjing,2021-03-01,73.0,34~183,good,29.0,53.0,0.703,5.0,38.0,91.0,
Nanjing,2021-04-01,70.0,27~139,good,25.0,55.0,0.647,5.0,35.0,110.0,
Nanjing,2021-05-01,81.0,29~136,good,23.0,45.0,0.681,6.0,29.0,131.0,
Nanjing,2021-06-01,95.0,32~173,good,23.0,42.0,0.61,6.0,23.0,150.0,
Nanjing,2021-07-01,57.0,24~123,good,15.0,30.0,0.523,5.0,17.0,102.0,
Nanjing,2021-08-01,74.0,37~130,good,21.0,39.0,0.661,5.0,20.0,126.0,
Nanjing,2021-09-01,85.0,38~136,good,20.0,41.0,0.667,5.0,23.0,139.0,
Nanjing,2021-10-01,63.0,31~117,good,25.0,49.0,0.61,5.0,35.0,102.0,
Nanjing,2021-11-01,63.0,29~100,good,31.0,68.0,0.683,6.0,45.0,82.0,
Nanjing,2021-12-01,76.0,29~118,good,47.0,81.0,0.835,6.0,52.0,62.0,
Nanjing,2022-01-01,82.0,33~137,good,58.0,82.0,0.787,5.0,44.0,65.0,
Nanjing,2022-02-01,57.0,32~90,good,38.0,58.0,0.625,5.0,32.0,86.0,
Nanjing,2022-03-01,75.0,30~114,good,24.0,43.0,0.668,5.0,31.0,113.0,
Nanjing,2022-04-01,84.0,34~122,good,25.0,51.0,0.58,6.0,26.0,138.0,
Nanjing,2022-05-01,92.0,43~148,good,26.0,51.0,0.59,6.0,25.0,148.0,
Nanjing,2022-06-01,90.0,40~164,good,17.0,34.0,0.52,5.0,14.0,145.0,
Nanjing,2022-07-01,74.0,38~151,good,15.0,29.0,0.584,4.0,14.0,127.0,
Nanjing,2022-08-01,78.0,26~126,good,16.0,34.0,0.581,5.0,16.0,131.0,
Nanjing,2022-09-01,76.0,30~141,good,18.0,40.0,0.52,5.0,20.0,128.0,
Nanjing,2022-10-01,59.0,24~116,good,18.0,40.0,0.455,4.0,26.0,105.0,
Nanjing,2022-11-01,53.0,,,30.0,52.0,0.567,4.0,34.0,76.0,
Nanjing,2022-12-01,76.0,,,44.0,86.0,0.632,6.0,44.0,65.0,
Hefei,2014-01-01,196.0,90~401,moderately pollution,155.0,164.0,1.577,32.0,39.0,39.0,
Hefei,2014-02-01,112.0,27~316,light pollution,85.0,88.0,1.018,18.0,23.0,41.0,
Hefei,2014-03-01,103.0,66~153,light pollution,78.0,107.0,0.932,21.0,32.0,50.0,
Hefei,2014-04-01,90.0,46~137,good,67.0,82.0,0.847,15.0,29.0,54.0,
Hefei,2014-05-01,109.0,61~204,light pollution,76.0,148.0,0.858,18.0,29.0,67.0,
Hefei,2014-06-01,124.0,50~314,light pollution,94.0,127.0,1.083,20.0,23.0,80.0,
Hefei,2014-07-01,82.0,30~160,good,58.0,97.0,0.919,11.0,21.0,58.0,
Hefei,2014-08-01,75.0,41~133,good,54.0,83.0,0.923,12.0,17.0,55.0,
Hefei,2014-09-01,76.0,26~160,good,54.0,84.0,0.877,15.0,19.0,46.0,
Hefei,2014-10-01,103.0,63~253,light pollution,75.0,130.0,1.016,17.0,29.0,50.0,
Hefei,2014-11-01,126.0,31~402,light pollution,95.0,121.0,1.22,23.0,29.0,30.0,
Hefei,2014-12-01,94.0,55~150,good,68.0,100.0,1.01,28.0,33.0,28.0,
Hefei,2015-01-01,134.0,53~264,light pollution,102.0,121.0,1.194,27.0,36.0,34.0,
Hefei,2015-02-01,111.0,29~240,light pollution,84.0,105.0,1.05,26.0,25.0,45.0,
Hefei,2015-03-01,88.0,22~184,good,63.0,88.0,0.99,21.0,24.0,51.0,
Hefei,2015-04-01,85.0,51~131,good,58.0,101.0,0.91,23.0,27.0,62.0,
Hefei,2015-05-01,88.0,47~156,good,62.0,101.0,0.968,14.0,30.0,71.0,
Hefei,2015-06-01,69.0,23~121,good,45.0,74.0,0.94,11.0,29.0,88.0,
Hefei,2015-07-01,59.0,22~132,good,40.0,61.0,0.797,9.0,25.0,77.0,
Hefei,2015-08-01,63.0,33~89,good,39.0,74.0,0.842,9.0,28.0,96.0,
Hefei,2015-09-01,64.0,36~82,good,41.0,73.0,0.893,10.0,30.0,94.0,
Hefei,2015-10-01,97.0,33~203,good,70.0,115.0,1.174,14.0,44.0,85.0,
Hefei,2015-11-01,89.0,28~192,good,65.0,83.0,1.247,17.0,39.0,46.0,
Hefei,2015-12-01,147.0,60~293,light pollution,113.0,145.0,1.432,19.0,46.0,36.0,
Hefei,2016-01-01,119.0,55~253,light pollution,88.0,108.0,1.168,20.0,42.0,48.0,
Hefei,2016-02-01,108.0,39~261,light pollution,80.0,107.0,1.062,21.0,37.0,82.0,
Hefei,2016-03-01,117.0,36~211,light pollution,87.0,120.0,1.1,22.0,44.0,98.0,
Hefei,2016-04-01,78.0,51~130,good,50.0,91.0,0.987,15.0,49.0,111.0,
Hefei,2016-05-01,83.0,39~181,good,48.0,94.0,0.845,12.0,38.0,121.0,
Hefei,2016-06-01,73.0,43~112,good,42.0,64.0,0.877,10.0,38.0,114.0,
Hefei,2016-07-01,67.0,34~126,good,36.0,63.0,0.742,11.0,31.0,106.0,
Hefei,2016-08-01,84.0,43~140,good,37.0,76.0,0.813,12.0,39.0,133.0,
Hefei,2016-09-01,84.0,29~139,good,45.0,90.0,0.837,14.0,51.0,131.0,
